category,name,email,phone,facebook,instagram,logo,new_logo
florists and event stylists,Flowers by Edmar,edmarsflowershop.06@gmail.com,10006345653,https://www.facebook.com/profile.php?id=100063456536978,,"https://static.wixstatic.com/media/f488d8_7cfb7dcbbc0b4c1583b4a36cc17f826f~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/flowers-by-edmar.png
florists and event stylists,KnK Moments and Flowers,knkmomentsandflowers8@gmail.com,0961 762 9870,https://www.facebook.com/@knkmomentsandflowers,,"https://static.wixstatic.com/media/f488d8_05c21fa66aa342ebb7aa3c764b6c4a54~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/knk-moments-and-flowers.png
florists and event stylists,The Arleen Blossom (Dangwa Florist),arleenblossom@gmail.com,0997 937 0496,https://www.facebook.com/thearleenblossom,,"https://static.wixstatic.com/media/f488d8_b0fed3f38e0345a2ab74b6c72e616e6a~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/the-arleen-blossom-dangwa-florist.jpg
grazing table food carts,Boards by Dy Grazing Table,Boardsbydy@gmail.com,61555985600,https://www.facebook.com/profile.php?id=61555985600124,,"https://static.wixstatic.com/media/f488d8_e016dea5834e4416ae33b1bf73b2ff66~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/boards-by-dy-grazing-table.jpg
grazing table food carts,By His Graze - Charcuterie & Grazing Table,byhisgraze2024@gmail.com,,https://www.facebook.com/ByHisGrazeServices,,"https://static.wixstatic.com/media/f488d8_908f6877c904424b921826ce68b1b619~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_908f6877c904424b921826ce68b1b619~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
grazing table food carts,Cutie Pans,cutiepans.events@gmail.com,0939 409 0530,https://www.facebook.com/cutiepans,,"https://static.wixstatic.com/media/f488d8_5b592c3a0a704e45b54347143391c986~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/cutie-pans.png
grazing table food carts,Dimsum Love,dimsumlove.ph@gmail.com,0917 598 5094,https://www.facebook.com/dimsumlove.ph,,"https://static.wixstatic.com/media/f488d8_c0e15f685559469eabda4edf6cc033e3~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_c0e15f685559469eabda4edf6cc033e3~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
grazing table food carts,Fedici PH,fediciph@gmail.com,,https://www.facebook.com/fedici.ph,,"https://static.wixstatic.com/media/f488d8_2de442b98b7b4668a4e2914571a8db93~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/fedici-ph.png
grazing table food carts,Grazed By You,Grazedbyyou7@gmail.com,0995 443 4074,https://www.facebook.com/Grazedbyyou,,"https://static.wixstatic.com/media/f488d8_19842ea4a09943fe8a8f6e0bef6aa143~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/grazed-by-you.png
grazing table food carts,House of Li Kakanin Buffet,houseofliph@gmail.com,0917 633 4373,https://www.facebook.com/houseoflikakaninbuffet,,"https://static.wixstatic.com/media/f488d8_90c436f4d6444cb18ba7428332657a8b~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/house-of-li-kakanin-buffet.jpg
grazing table food carts,Luka's Butter Steaks,lukasbuttersteaks@gmail.com,0995 522 2532,https://www.facebook.com/lukasbuttersteaks,,"https://static.wixstatic.com/media/f488d8_d78a1d22af784cfba1b6a32a849a7272~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/lukas-butter-steaks.png
grazing table food carts,Neolita's,froiclavio18@yahoo.com,0977 830 1411,https://web.facebook.com/neolitas,,"https://static.wixstatic.com/media/f488d8_f74baa29a15b498990c5ffd7ae74a37b~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/neolitas.jpg
grazing table food carts,Señor Pita,bigjsenorpita@gmail.com,0956 125 2668,https://www.facebook.com/share/1G7u4WcXk7/?mibextid=wwXIfr,,"https://static.wixstatic.com/media/f488d8_b6ed5f78a4e043a1b9856d117978c0af~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/señor-pita.jpg
grazing table food carts,Sushi.mnl,sushi.mnlbar@gmail.com,0906 061 1216,https://www.facebook.com/profile.php?id=100084852640331,,"https://static.wixstatic.com/media/f488d8_5e1bc861a62144aeb81e496cbcfccfd7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_5e1bc861a62144aeb81e496cbcfccfd7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
grazing table food carts,Sushify,sushifyyourcravings@gmail.com,0927 017 6497,https://www.facebook.com/Sushifyyy,,"https://static.wixstatic.com/media/f488d8_1a6c686f4d9d41e18a74e641000fc26e~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_1a6c686f4d9d41e18a74e641000fc26e~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
grazing table food carts,Taters,tei@tatersgroup.com,0916 655 6527,https://www.facebook.com/share/1AHsP7C7zN/,,"https://static.wixstatic.com/media/f488d8_d782950a2d9a4cbd87114ad6b7373313~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/taters.png
grazing table food carts,The Crust,inpizzawecrust2024@gmail.com,0998 539 1319,https://www.facebook.com/profile.php?id=61564907217662&mibextid=wwXIfr&rdid=Z4cLwdQeTwmGCanJ&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F16MRiW7Lum%2F%3Fmibextid%3DwwXIfr#,,"https://static.wixstatic.com/media/f488d8_79d1ffc2fa6b4a94b55798425d38873c~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/the-crust.jpg
grazing table food carts,Wokstar Dimsum,Wokstardimsum@gmail.com,0917 321 7919,https://www.facebook.com/profile.php?id=61575222465369,,"https://static.wixstatic.com/media/f488d8_624b706afebc44e98f8dbc10c2fdf6d4~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/wokstar-dimsum.jpg
hair and make up,Beauty by Ria De Guzman,riadeguzman0000@yahoo.com,0999 883 7969,,,"https://static.wixstatic.com/media/f488d8_703bcf55802c47d794c5fa64a0bd9c3d~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/beauty-by-ria-de-guzman.jpg
hair and make up,BeautyPaul Make-Over,Beautypaul22.vpe@gmail.com,0920 183 8581,https://www.facebook.com/beautypaulmakeover,,"https://static.wixstatic.com/media/f488d8_008028024a0249d385842f2e2f719b0c~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/beautypaul-make-over.png
hair and make up,Bojane Beltran Hair and Make Up,Bojbeltran@gmail.com,0907 064 9444,https://www.facebook.com/bojbeltran,,"https://static.wixstatic.com/media/f488d8_785611125a264b3ba50ca38554df4582~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/bojane-beltran-hair-and-make-up.png
hair and make up,Dhana Makeup Artistry,dhanadebelen@gmail.com,0917 507 2416,http://www.facebook.com/dhanalynne,,"https://static.wixstatic.com/media/f488d8_e63c2e3a82e340cdbc03916e6c7542d6~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png","https://static.wixstatic.com/media/f488d8_e63c2e3a82e340cdbc03916e6c7542d6~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png"
hair and make up,Donna B Hair and Make Up Artist,donnabmakeupstudio@gmail.com,,https://www.facebook.com/DonnaBph,,"https://static.wixstatic.com/media/f488d8_38e42fa0df324366b4d94e3cc7137a72~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/donna-b-hair-and-make-up-artist.jpg
hair and make up,Elaine Celestino - Makeup Artist,elainecelestinomakeup@gmail.com,0906 251 1044,https://www.facebook.com/elainecelestino15,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",/vendor-logos/elaine-celestino---makeup-artist.png
hair and make up,Firma Belleza make up by Ivandeney Dollosa,ivandeneydollosa@gmail.com,0966 178 5272,https://www.facebook.com/ivandeneydollosa,,"https://static.wixstatic.com/media/f488d8_9d790192daf84874a2c9a5605b934b1a~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/firma-belleza-make-up-by-ivandeney-dollosa.png
hair and make up,MAC Makeup Artistry & Coiffure,annecapellan6@gmail.com,0938 723 9380,https://www.facebook.com/makeupartistryandcoiffurebyA.R.A,,"https://static.wixstatic.com/media/f488d8_3109692ec28f4124b9135e99a48dc11c~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/mac-makeup-artistry-coiffure.png
hair and make up,Makeup by Chie Gonzales,chieg.cg@gmail.com,0917 805 0984,,https://www.instagram.com/makeupbychiegonzales/,"https://static.wixstatic.com/media/f488d8_a064421df61b438bb1fcc986b1d493eb~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/makeup-by-chie-gonzales.jpg
hair and make up,Makeup by Jane Martinez,jmhairandmakeupstudio.ph@gmail.com,0908 864 6920,https://www.facebook.com/makeupbyjanemartinez,,"https://static.wixstatic.com/media/f488d8_0aeacc54e00b43a2a84574ebe5238e56~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_0aeacc54e00b43a2a84574ebe5238e56~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
hair and make up,Michael Celestino Hair and Make Up,michaelcelestinomakeupartist@gmail.com,0927 418 8800,https://www.facebook.com/profile.php?id=100085347726279,,"https://static.wixstatic.com/media/f488d8_6ffb0d293ad4443d9ae6dffb58f813e3~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/michael-celestino-hair-and-make-up.jpg
hair and make up,Modern beauty by KHAI,khaikhai0223@gmail.com,0906 839 1769,https://www.facebook.com/profile.php?id=100045017726070,,"https://static.wixstatic.com/media/f488d8_fd2410b273974190aac3d1a2ce4a90e4~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_fd2410b273974190aac3d1a2ce4a90e4~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
hair and make up,Signature by Lyka,lykanaungayan@yahoo.com,0939 628 3837,https://www.facebook.com/signaturebylyka,,"https://static.wixstatic.com/media/f488d8_b4ab4efda8ef46daa96ca008911f4346~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg",/vendor-logos/signature-by-lyka.jpg
hair and make up,Tantalized by Cris Makeup Artistry,cristinaa.borlagdan@gmail.com,0917 873 4736,,https://www.instagram.com/tantalizedbycris/?utm_source=ig_web_button_share_sheet&igshid=OGQ5ZDc2ODk2ZA==%20target=%22_blank%22,"https://static.wixstatic.com/media/f488d8_d02dac58a17a434b9ffe86ff7f4b23f7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/tantalized-by-cris-makeup-artistry.png
hair and make up,The Art of Makeup by Joel Miguel,hairandmakeupstudiobyjoelmiguel@yahoo.com,0928 524 6902,https://www.facebook.com/@joelmiguelmakeupstudio,,"https://static.wixstatic.com/media/f488d8_127a1aa1ab594d1ab79d577864f1a47e~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/the-art-of-makeup-by-joel-miguel.webp
honeymoon destinations,Business Travel Solutions,travel@btstours.net,0917 325 8321,https://www.facebook.com/btstravelph,,"https://static.wixstatic.com/media/f488d8_348faf11a4bb40119bd9b8e08ade78f7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/business-travel-solutions.jpg
in event food stalls,Evrything Tempura,jeffhan.f2f@gmail.com,,https://www.facebook.com/evrythingtempura,,"https://static.wixstatic.com/media/f488d8_5ed7a982ccb148cc92f98a3055f3ccad~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/evrything-tempura.jpg
in event food stalls,Hungry Homies,contact@hungryhomies.ph,,https://www.facebook.com/hungryhomiesph,,"https://static.wixstatic.com/media/f488d8_67248fea31e0475fa2d30165831be53d~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/hungry-homies.jpg
in event food stalls,Polland Hopia,customercare@pollandhopia.com,,https://www.facebook.com/PollandHopia,,"https://static.wixstatic.com/media/f488d8_e6e2e2d1d54a4a1ca97a77ca937cf765~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/polland-hopia.webp
in event food stalls,Rub Ribs,rubribsbbq@gmail.com,,https://www.facebook.com/RUBRibsBBQ,,"https://static.wixstatic.com/media/f488d8_ab8899b5dc1b4dd2867f421de1075847~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/rub-ribs.png
in event food stalls,Tastea Bites,jingle_lee123@yahoo.com,0917 874 9019,https://www.facebook.com/mai.tasteabites,,"https://static.wixstatic.com/media/f488d8_7c47c8cf366743c687337e2bac0dd03e~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/tastea-bites.png
invitations,Invitation Designs By Kenneth Uy,kennethuyinvites@gmail.com,0917 512 5387,https://www.facebook.com/profile.php?id=100089213378281,,"https://static.wixstatic.com/media/f488d8_36e2c997b2244cb0aee1c1cc476d9c85~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg",/vendor-logos/invitation-designs-by-kenneth-uy.webp
invitations,WebEvent Services,webeventservices@gmail.com,0927 381 5457,https://www.facebook.com/profile.php?id=61551098399262,,"https://static.wixstatic.com/media/f488d8_4ef12dbce6c948169d4773f1f3550bb6~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/webevent-services.png
jewellers,A. Bernardo's Jewelry,Jrbernardo@gmx.com,,https://www.facebook.com/bernardosjewelry,,"https://static.wixstatic.com/media/f488d8_122f5465d47b41e18956160d847c5df3~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/a-bernardos-jewelry.webp
jewellers,AR Brilliant Jewelry,arbrilliantjewelry22@gmail.com,0921 720 1595,https://www.facebook.com/ARBrilliantJewelry,,"https://static.wixstatic.com/media/f488d8_d63c5e88e8a44222893ff51e24e3d2c7~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg","https://static.wixstatic.com/media/f488d8_d63c5e88e8a44222893ff51e24e3d2c7~mv2.jpeg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpeg"
jewellers,Amoree Jewelry Shop,raizaabacangarin@yahoo.com,0998 867 6774,https://www.facebook.com/profile.php?id=100063649856962,,"https://static.wixstatic.com/media/f488d8_aab48db0324f4feba87af3ac830cf7df~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_aab48db0324f4feba87af3ac830cf7df~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
jewellers,Goldenhills Jewelry,goldenhillsjewelry@yahoo.com,0917 516 8881,https://www.facebook.com/goldenhillsjewel,,"https://static.wixstatic.com/media/f488d8_9fbc72aaea924ebf88118bd5e7d15875~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/goldenhills-jewelry.jpg
jewellers,Helen Jewelry,helenjewelryshop.assistant@gmail.com,0922 826 9937,https://www.facebook.com/helenjewelryshop,,"https://static.wixstatic.com/media/f488d8_bb4df2479a1d4e2893f80fae0859b42c~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/helen-jewelry.png
jewellers,J's Diamond,js.diamond@yahoo.com,,,,"https://static.wixstatic.com/media/f488d8_fb2b3dc45d024e0d9f549e01610fcb05~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/js-diamond.png
jewellers,Klad,marketing.klad@gmail.com,0917 168 8188,https://www.facebook.com/TheOfficialKlad,,"https://static.wixstatic.com/media/f488d8_4d70b2b97c274c17ada664164da21c51~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/klad.jpg
jewellers,Les Alajeras,lesalajerasco@gmail.com,0921 469 0027,https://www.facebook.com/LesAlajeras,,"https://static.wixstatic.com/media/f488d8_2efb0bab1d3a47e18214ae0a2ae97d93~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/les-alajeras.webp
jewellers,Marry Me The Bridal Jewelry Shop,askmarrymeph@gmail.com,0917 627 7963,http://www.facebook.com/marrymeshop,,"https://static.wixstatic.com/media/f488d8_9a6a6af297494c508b177338a207ffb8~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/marry-me-the-bridal-jewelry-shop.jpg
jewellers,Matus,infomatus@gmail.com,0918 826 2887,,,"https://static.wixstatic.com/media/f488d8_8fe3314182994609861fc746b13cf211~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/matus.png
jewellers,Meicel Jewelry,inquire@meiceljewelry.com,,,,"https://static.wixstatic.com/media/f488d8_83e39727eb3048bca5a7943cf3816ebc~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/meicel-jewelry.webp
jewellers,Rianna Jewelry,kentuy@yahoo.com,0917 328 0678,https://www.facebook.com/Riannejewelry,,"https://static.wixstatic.com/media/f488d8_c8b913db4ced4cbdac5b994e6d436e85~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/rianna-jewelry.jpg
jewellers,Roz Jewelry,rozofficialph@gmail.com,0995 584 5954,https://www.facebook.com/rozofficialph,,"https://static.wixstatic.com/media/f488d8_a980930c877e4175972206722c216dbc~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/roz-jewelry.webp
jewellers,Suarez Wedding Rings,cs@suarezweddingrings.com,0922 822 7220,https://www.facebook.com/OdysseusRingsGatewayMallCubao,,"https://static.wixstatic.com/media/f488d8_7a768c5808c14ba7b394800f343144e0~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/suarez-wedding-rings.jpg
led walls projectors,AIXynergy (Wedflix),theweddingportal@aix.ph,0993 380 3933,https://www.facebook.com/wedflix.ph,,"https://static.wixstatic.com/media/f488d8_361cb675a5d04ca585af34c0ed3eedfa~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg","https://static.wixstatic.com/media/f488d8_361cb675a5d04ca585af34c0ed3eedfa~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg"
led walls projectors,Anchormix Light And Sounds Rentals,anchormixlightsandsounds@yahoo.com,0905 390 0868,https://www.facebook.com/AnchormixLightsAndSounds,,"https://static.wixstatic.com/media/f488d8_2e00dffa07c845bfbd8fceb55a9d7a82~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/anchormix-light-and-sounds-rentals.jpg
led walls projectors,I-Tech Digital Productions,info@itechdigitalproduction.com,0939 936 2982,https://www.facebook.com/itechdigitalproductions,,"https://static.wixstatic.com/media/f488d8_16c974497fa94fa1a90feee80a8e40de~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/i-tech-digital-productions.jpg
led walls projectors,MicLink Lights and Sound Rental,miclinklightsandsound2019@gmail.com,0917 199 6009,https://www.facebook.com/MicLinkLightsandSound,,"https://static.wixstatic.com/media/f488d8_f1b199856d6b46dca7af2555a2dbe954~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/miclink-lights-and-sound-rental.webp
lights and sounds,CitySounds,citysoundsinc@gmail.com,0918 930 1460,https://www.facebook.com/CitySoundsProLightsAndSounds,,"https://static.wixstatic.com/media/f488d8_98bf15b0556e400986f45a41c2d3ca5d~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/citysounds.png
lights and sounds,Live Levels Pro Audio & Lights Services,livelevels@gmail.com,0917 821 3617,https://www.facebook.com/LiveLevelsProAudioandLights,,"https://static.wixstatic.com/media/f488d8_cb49c5456aeb4852baaf3d51b10710d7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/live-levels-pro-audio-lights-services.png
lights and sounds,Metrotech Rental Solutions,metrotechrentalservices@gmail.com,0917 853 7305,https://www.facebook.com/metrotechrentalsolutions,,"https://static.wixstatic.com/media/f488d8_4d6aeb2511af4c499be980a2864455a7~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/metrotech-rental-solutions.jpg
lights and sounds,Red Apple Manila,jona.redapplemanila@gmail.com,0949 352 4721,https://www.facebook.com/RedAppleManila?mibextid=kFxxJD,,"https://static.wixstatic.com/media/f488d8_064f30da6eea467091617f82ff4f2e2d~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/red-apple-manila.jpg
media partners,Brideworthy,concierge@brideworthy.com,,,,"https://static.wixstatic.com/media/f488d8_6e63ab5362e044edb67af9b121741521~mv2.jpg/v1/fill/w_151,h_150,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.jpg",/vendor-logos/brideworthy.jpg
media partners,Discover MNL,cathy.discovermnl@gmail.com,,,,"https://static.wixstatic.com/media/f488d8_2beeec0f902a4b25b33dc19cbc7f3f95~mv2.png/v1/fill/w_151,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Your%2BLogo%2BHere.png",/vendor-logos/discover-mnl.png
